5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 1 Speed (mph)	Lane 2 Flow (Veh/5 Minutes)	Lane 2 Speed (mph)	Lane 3 Flow (Veh/5 Minutes)	Lane 3 Speed (mph)	Lane 4 Flow (Veh/5 Minutes)	Lane 4 Speed (mph)	Lane 5 Flow (Veh/5 Minutes)	Lane 5 Speed (mph)	Flow (Veh/5 Minutes)	Speed (mph)	# Lane Points	% Observed
04/01/2006 00:00	22.0	76.5	35.0	74.0	34.0	72.0	31.0	69.2	29.0	64.5	151.0	71.1	5	100.0
04/01/2006 00:05	20.0	77.7	35.0	75.9	34.0	71.4	31.0	71.7	27.0	64.0	147.0	72.0	5	100.0
04/01/2006 00:10	21.0	74.2	29.0	73.5	36.0	71.1	31.0	74.0	28.0	61.9	145.0	70.9	5	100.0
04/01/2006 00:15	19.0	75.5	32.0	73.9	28.0	68.2	34.0	73.4	30.0	62.3	143.0	70.4	5	100.0
04/01/2006 00:20	21.0	75.7	33.0	76.0	33.0	70.0	35.0	72.1	25.0	63.2	147.0	71.5	5	100.0
04/01/2006 00:25	18.0	76.7	32.0	76.0	28.0	66.3	25.0	64.6	24.0	64.7	127.0	69.6	5	100.0
04/01/2006 00:30	20.0	77.6	32.0	72.7	29.0	66.2	26.0	66.0	22.0	64.5	129.0	69.2	5	100.0
04/01/2006 00:35	11.0	77.6	26.0	73.7	31.0	73.3	22.0	64.7	16.0	64.1	106.0	70.7	5	100.0
04/01/2006 00:40	14.0	77.5	21.0	74.6	25.0	73.9	18.0	62.8	20.0	65.6	98.0	70.8	5	100.0
04/01/2006 00:45	12.0	75.8	29.0	73.7	26.0	70.4	27.0	65.6	26.0	61.2	120.0	68.7	5	100.0
04/01/2006 00:50	13.0	76.1	27.0	75.4	19.0	69.6	24.0	67.1	22.0	65.1	105.0	70.4	5	100.0
04/01/2006 00:55	17.0	76.7	23.0	74.4	22.0	71.8	25.0	71.6	22.0	59.1	109.0	70.5	5	100.0
04/01/2006 01:00	12.0	76.0	17.0	73.6	27.0	74.3	21.0	69.2	19.0	58.5	96.0	70.1	5	100.0
04/01/2006 01:05	12.0	75.6	23.0	73.4	24.0	74.6	20.0	60.7	19.0	61.6	98.0	69.1	5	100.0
04/01/2006 01:10	9.0	76.1	19.0	73.4	24.0	76.3	17.0	66.4	17.0	62.3	86.0	70.9	5	100.0
04/01/2006 01:15	14.0	76.7	18.0	73.9	19.0	69.9	22.0	69.5	15.0	63.8	88.0	70.7	5	100.0
04/01/2006 01:20	8.0	76.6	21.0	74.7	21.0	67.2	18.0	67.5	17.0	61.1	85.0	68.8	5	100.0
04/01/2006 01:25	11.0	76.7	18.0	72.3	23.0	68.2	20.0	67.2	15.0	64.3	87.0	69.2	5	100.0
04/01/2006 01:30	9.0	77.0	11.0	72.6	15.0	70.9	15.0	71.0	13.0	64.7	63.0	70.8	5	100.0
04/01/2006 01:35	7.0	77.0	24.0	76.1	22.0	69.8	16.0	69.0	12.0	64.6	81.0	71.4	5	100.0
04/01/2006 01:40	7.0	76.7	15.0	75.3	23.0	72.8	23.0	75.1	17.0	67.2	85.0	73.1	5	100.0
04/01/2006 01:45	5.0	76.5	13.0	75.5	18.0	71.3	21.0	74.9	9.0	65.9	66.0	72.9	5	100.0
04/01/2006 01:50	15.0	75.4	17.0	74.1	22.0	71.7	18.0	71.8	21.0	66.2	93.0	71.5	5	100.0
04/01/2006 01:55	5.0	76.1	15.0	73.2	19.0	71.8	17.0	73.1	19.0	68.6	75.0	71.9	5	100.0
04/01/2006 02:00	7.0	76.6	20.0	74.7	18.0	71.6	15.0	71.4	13.0	64.4	73.0	71.6	5	100.0
04/01/2006 02:05	9.0	76.9	16.0	74.4	19.0	72.5	18.0	74.7	14.0	65.5	76.0	72.7	5	100.0
04/01/2006 02:10	11.0	76.5	22.0	74.3	20.0	72.5	15.0	68.5	16.0	66.8	84.0	71.7	5	100.0
04/01/2006 02:15	12.0	76.1	17.0	74.3	16.0	66.4	17.0	67.8	17.0	62.6	79.0	69.1	5	100.0
04/01/2006 02:20	10.0	76.4	16.0	74.2	23.0	70.3	23.0	65.3	14.0	62.4	86.0	69.1	5	100.0
04/01/2006 02:25	7.0	76.4	15.0	74.9	16.0	71.6	17.0	69.3	13.0	62.0	68.0	70.4	5	100.0
04/01/2006 02:30	8.0	76.5	14.0	75.5	16.0	72.3	19.0	64.9	9.0	64.4	66.0	70.3	5	100.0
04/01/2006 02:35	7.0	76.5	16.0	75.7	15.0	72.9	17.0	66.0	13.0	62.3	68.0	70.2	5	100.0
04/01/2006 02:40	8.0	76.6	17.0	75.5	15.0	72.7	16.0	69.9	9.0	63.5	65.0	71.9	5	100.0
04/01/2006 02:45	6.0	76.8	15.0	74.1	16.0	73.8	13.0	70.6	12.0	64.8	62.0	71.7	5	100.0
04/01/2006 02:50	4.0	76.5	10.0	73.2	14.0	72.9	12.0	69.2	10.0	64.2	50.0	70.6	5	100.0
04/01/2006 02:55	3.0	76.6	13.0	74.2	18.0	72.1	13.0	61.5	10.0	64.7	57.0	69.1	5	100.0
04/01/2006 03:00	3.0	76.6	13.0	74.8	10.0	68.7	7.0	65.7	2.0	64.4	35.0	70.8	5	100.0
04/01/2006 03:05	4.0	76.6	13.0	73.9	12.0	67.9	10.0	66.0	10.0	63.2	49.0	68.9	5	100.0
04/01/2006 03:10	3.0	76.3	10.0	74.1	13.0	69.0	11.0	67.4	8.0	63.9	45.0	69.3	5	100.0
04/01/2006 03:15	3.0	76.4	11.0	74.3	10.0	69.1	12.0	69.4	5.0	64.2	41.0	70.5	5	100.0
04/01/2006 03:20	4.0	76.5	11.0	74.4	11.0	71.6	14.0	71.0	8.0	64.9	48.0	71.4	5	100.0
04/01/2006 03:25	7.0	76.5	5.0	74.1	5.0	70.1	12.0	72.0	7.0	64.6	36.0	71.5	5	100.0
04/01/2006 03:30	4.0	76.5	8.0	74.1	15.0	69.8	14.0	66.3	8.0	64.9	49.0	69.2	5	100.0
04/01/2006 03:35	5.0	76.0	11.0	74.3	18.0	74.2	11.0	65.8	22.0	69.8	67.0	71.5	5	100.0
04/01/2006 03:40	1.0	76.3	11.0	74.7	11.0	74.2	9.0	65.4	8.0	67.5	40.0	71.1	5	100.0
04/01/2006 03:45	0.0	76.3	4.0	74.5	10.0	62.0	10.0	67.0	7.0	64.7	31.0	65.8	5	100.0
04/01/2006 03:50	2.0	75.8	13.0	73.8	17.0	69.1	12.0	64.9	13.0	67.1	57.0	69.1	5	100.0
04/01/2006 03:55	1.0	76.2	10.0	74.1	11.0	71.4	7.0	65.6	9.0	64.8	38.0	69.6	5	100.0
04/01/2006 04:00	1.0	76.4	12.0	74.1	3.0	71.8	8.0	64.8	1.0	65.1	25.0	70.6	5	100.0
04/01/2006 04:05	0.0	76.4	9.0	73.3	9.0	68.6	9.0	66.3	6.0	65.2	33.0	68.6	5	100.0
04/01/2006 04:10	0.0	76.4	8.0	73.9	8.0	70.9	8.0	66.8	12.0	66.3	36.0	69.1	5	100.0
04/01/2006 04:15	5.0	76.5	10.0	73.6	6.0	71.8	9.0	68.8	8.0	66.0	38.0	71.0	5	100.0
04/01/2006 04:20	0.0	76.5	11.0	74.2	10.0	72.6	10.0	70.1	9.0	63.8	40.0	70.4	5	100.0
04/01/2006 04:25	1.0	76.5	6.0	74.3	14.0	73.9	14.0	66.6	11.0	63.9	46.0	69.4	5	100.0
04/01/2006 04:30	8.0	76.5	8.0	73.8	11.0	73.1	11.0	66.6	12.0	65.3	50.0	70.5	5	100.0
04/01/2006 04:35	4.0	76.5	6.0	74.1	9.0	71.6	12.0	70.0	9.0	66.5	40.0	70.8	5	100.0
04/01/2006 04:40	6.0	76.5	6.0	73.7	10.0	71.4	11.0	68.3	10.0	66.5	43.0	70.5	5	100.0
04/01/2006 04:45	2.0	76.5	7.0	73.8	16.0	73.5	11.0	69.1	12.0	65.6	48.0	70.7	5	100.0
04/01/2006 04:50	4.0	76.5	9.0	73.9	10.0	73.1	10.0	66.9	14.0	66.2	47.0	70.2	5	100.0
04/01/2006 04:55	2.0	76.5	6.0	73.8	7.0	72.8	7.0	68.9	7.0	65.1	29.0	70.5	5	100.0
04/01/2006 05:00	3.0	76.5	10.0	73.1	12.0	72.0	17.0	71.0	13.0	60.8	55.0	69.5	5	100.0
04/01/2006 05:05	2.0	76.5	10.0	73.5	10.0	70.6	10.0	68.0	8.0	62.0	40.0	69.2	5	100.0
04/01/2006 05:10	1.0	76.5	10.0	73.4	6.0	70.7	11.0	61.2	8.0	61.6	36.0	66.7	5	100.0
04/01/2006 05:15	4.0	76.5	10.0	73.6	14.0	72.6	12.0	65.8	9.0	62.9	49.0	69.7	5	100.0
04/01/2006 05:20	5.0	76.5	15.0	73.9	15.0	68.9	16.0	64.0	11.0	64.9	62.0	68.7	5	100.0
04/01/2006 05:25	5.0	76.5	9.0	73.9	11.0	71.4	13.0	66.5	13.0	65.3	51.0	69.5	5	100.0
04/01/2006 05:30	8.0	76.5	12.0	74.3	17.0	70.2	18.0	66.9	16.0	65.6	71.0	69.7	5	100.0
04/01/2006 05:35	4.0	76.5	15.0	73.3	21.0	70.6	14.0	62.9	11.0	65.6	65.0	69.1	5	100.0
04/01/2006 05:40	4.0	76.5	19.0	72.0	17.0	68.2	22.0	60.8	14.0	67.9	76.0	67.4	5	100.0
04/01/2006 05:45	12.0	76.0	22.0	71.3	15.0	67.5	16.0	57.8	12.0	64.7	77.0	67.5	5	100.0
