5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 1 Speed (mph)	Lane 2 Flow (Veh/5 Minutes)	Lane 2 Speed (mph)	Lane 3 Flow (Veh/5 Minutes)	Lane 3 Speed (mph)	Lane 4 Flow (Veh/5 Minutes)	Lane 4 Speed (mph)	Lane 5 Flow (Veh/5 Minutes)	Lane 5 Speed (mph)	Flow (Veh/5 Minutes)	Speed (mph)	# Lane Points	% Observed
12/15/2006 00:00	9.0	76.5	13.0	74.0	19.0	72.0	13.0	69.2	12.0	64.5	66.0	71.1	5	100.0
12/15/2006 00:05	7.0	76.3	18.0	71.9	15.0	70.6	13.0	63.8	12.0	63.0	65.0	68.8	5	100.0
12/15/2006 00:10	9.0	76.3	15.0	72.7	16.0	71.9	16.0	63.3	14.0	63.4	70.0	69.0	5	100.0
12/15/2006 00:15	8.0	76.3	18.0	72.3	13.0	70.4	12.0	62.7	13.0	62.0	64.0	68.5	5	100.0
12/15/2006 00:20	9.0	75.8	18.0	73.8	15.0	69.8	15.0	58.4	13.0	61.7	70.0	67.7	5	100.0
12/15/2006 00:25	8.0	75.7	16.0	72.6	20.0	66.1	17.0	54.9	16.0	63.2	77.0	65.4	5	100.0
12/15/2006 00:30	4.0	76.2	13.0	72.8	15.0	67.2	14.0	54.0	13.0	63.5	59.0	65.1	5	100.0
12/15/2006 00:35	3.0	76.1	15.0	73.5	10.0	68.4	15.0	58.8	13.0	60.6	56.0	65.8	5	100.0
12/15/2006 00:40	5.0	76.3	9.0	74.4	11.0	69.2	13.0	56.1	13.0	61.4	51.0	65.5	5	100.0
12/15/2006 00:45	3.0	76.1	11.0	73.4	13.0	69.8	13.0	54.2	11.0	61.1	51.0	65.1	5	100.0
12/15/2006 00:50	3.0	76.3	9.0	73.6	12.0	68.1	9.0	57.8	8.0	59.3	41.0	65.9	5	100.0
12/15/2006 00:55	6.0	75.9	10.0	73.4	14.0	67.3	12.0	61.5	12.0	57.0	54.0	65.8	5	100.0
12/15/2006 01:00	1.0	76.5	10.0	72.6	8.0	68.1	9.0	64.4	8.0	60.9	36.0	67.1	5	100.0
12/15/2006 01:05	3.0	76.4	10.0	72.5	9.0	69.9	9.0	64.3	7.0	60.4	38.0	68.0	5	100.0
12/15/2006 01:10	3.0	76.4	10.0	72.7	9.0	69.4	10.0	64.5	9.0	62.1	41.0	67.9	5	100.0
12/15/2006 01:15	1.0	76.3	7.0	73.1	9.0	70.3	12.0	63.8	6.0	63.2	35.0	67.6	5	100.0
12/15/2006 01:20	2.0	76.9	7.0	73.4	6.0	71.5	10.0	66.6	7.0	63.3	32.0	68.9	5	100.0
12/15/2006 01:25	2.0	76.7	5.0	73.4	3.0	71.9	5.0	67.7	6.0	61.2	21.0	68.7	5	100.0
12/15/2006 01:30	2.0	76.6	7.0	73.3	7.0	72.0	9.0	57.1	5.0	62.1	30.0	66.5	5	100.0
12/15/2006 01:35	1.0	76.1	7.0	72.7	10.0	69.9	7.0	62.5	9.0	63.6	34.0	67.5	5	100.0
12/15/2006 01:40	1.0	76.1	9.0	73.4	5.0	70.1	8.0	64.6	9.0	63.4	32.0	68.0	5	100.0
12/15/2006 01:45	1.0	76.1	8.0	73.4	8.0	69.0	9.0	66.9	6.0	62.4	32.0	68.5	5	100.0
12/15/2006 01:50	1.0	76.6	7.0	73.9	10.0	65.9	11.0	67.3	3.0	63.1	32.0	68.2	5	100.0
12/15/2006 01:55	3.0	76.7	7.0	73.3	8.0	68.4	11.0	60.1	6.0	63.0	35.0	66.6	5	100.0
12/15/2006 02:00	1.0	76.9	10.0	73.3	7.0	69.5	12.0	62.7	6.0	64.2	36.0	67.6	5	100.0
12/15/2006 02:05	1.0	76.5	6.0	73.1	8.0	69.3	9.0	62.4	8.0	57.8	32.0	65.4	5	100.0
12/15/2006 02:10	1.0	76.3	7.0	72.9	5.0	70.4	9.0	60.5	5.0	60.8	27.0	66.2	5	100.0
12/15/2006 02:15	1.0	76.2	10.0	73.4	6.0	69.5	9.0	60.7	5.0	62.1	31.0	67.2	5	100.0
12/15/2006 02:20	2.0	76.2	6.0	73.4	9.0	69.6	13.0	62.7	8.0	61.5	38.0	66.5	5	100.0
12/15/2006 02:25	1.0	76.1	6.0	73.7	7.0	70.1	5.0	65.9	4.0	62.4	23.0	69.0	5	100.0
12/15/2006 02:30	0.0	76.1	5.0	73.5	8.0	68.1	8.0	64.7	7.0	63.1	28.0	66.8	5	100.0
12/15/2006 02:35	2.0	76.0	7.0	73.5	7.0	69.3	6.0	63.7	3.0	62.9	25.0	68.9	5	100.0
12/15/2006 02:40	1.0	76.5	8.0	73.4	6.0	69.7	10.0	60.8	6.0	61.6	31.0	66.4	5	100.0
12/15/2006 02:45	1.0	76.8	5.0	73.0	7.0	69.8	6.0	63.8	1.0	63.7	20.0	68.8	5	100.0
12/15/2006 02:50	1.0	76.9	2.0	73.1	4.0	70.4	7.0	63.8	5.0	63.3	19.0	66.7	5	100.0
12/15/2006 02:55	0.0	76.9	3.0	73.6	5.0	70.4	5.0	64.5	1.0	64.0	14.0	68.5	5	100.0
12/15/2006 03:00	1.0	77.0	3.0	73.4	7.0	68.2	4.0	66.5	3.0	64.7	18.0	68.6	5	100.0
12/15/2006 03:05	1.0	76.5	4.0	73.3	6.0	68.0	6.0	67.0	4.0	64.8	21.0	68.5	5	100.0
12/15/2006 03:10	0.0	76.5	1.0	73.5	4.0	70.4	3.0	66.4	1.0	65.5	9.0	68.9	5	100.0
12/15/2006 03:15	0.0	76.5	4.0	73.6	4.0	70.7	6.0	66.9	5.0	65.1	19.0	68.6	5	100.0
12/15/2006 03:20	1.0	76.8	5.0	73.9	3.0	70.6	5.0	67.0	5.0	64.3	19.0	69.2	5	100.0
12/15/2006 03:25	1.0	76.9	5.0	74.2	3.0	70.7	5.0	66.1	5.0	63.6	19.0	68.9	5	100.0
12/15/2006 03:30	0.0	76.9	5.0	74.2	4.0	71.0	5.0	65.8	3.0	64.1	17.0	69.2	5	100.0
12/15/2006 03:35	0.0	76.9	5.0	74.0	5.0	71.1	6.0	64.4	4.0	63.9	20.0	68.4	5	100.0
12/15/2006 03:40	0.0	76.9	3.0	74.1	3.0	71.0	5.0	64.9	3.0	64.2	14.0	68.0	5	100.0
12/15/2006 03:45	0.0	76.9	3.0	74.2	5.0	69.9	8.0	64.6	1.0	63.8	17.0	67.8	5	100.0
12/15/2006 03:50	0.0	76.9	3.0	73.5	8.0	69.7	7.0	64.2	4.0	63.2	22.0	67.3	5	100.0
12/15/2006 03:55	1.0	76.4	3.0	73.4	2.0	70.5	4.0	65.2	3.0	63.7	13.0	68.4	5	100.0
