5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 1 Speed (mph)	Lane 2 Flow (Veh/5 Minutes)	Lane 2 Speed (mph)	Lane 3 Flow (Veh/5 Minutes)	Lane 3 Speed (mph)	Lane 4 Flow (Veh/5 Minutes)	Lane 4 Speed (mph)	Lane 5 Flow (Veh/5 Minutes)	Lane 5 Speed (mph)	Flow (Veh/5 Minutes)	Speed (mph)	# Lane Points	% Observed
08/29/2006 00:00	7.0	76.5	13.0	74.0	11.0	72.0	11.0	69.2	11.0	64.5	53.0	70.9	5	100.0
08/29/2006 00:05	7.0	75.9	13.0	73.6	15.0	72.2	13.0	66.4	9.0	65.3	57.0	70.6	5	100.0
08/29/2006 00:10	11.0	76.1	14.0	74.0	13.0	72.4	11.0	68.1	11.0	63.0	60.0	70.9	5	100.0
08/29/2006 00:15	5.0	76.3	11.0	73.8	13.0	73.1	11.0	64.3	11.0	61.2	51.0	69.1	5	100.0
08/29/2006 00:20	5.0	76.6	9.0	73.6	13.0	73.4	12.0	68.0	9.0	63.5	48.0	70.6	5	100.0
08/29/2006 00:25	4.0	76.4	11.0	73.6	10.0	73.1	11.0	68.9	7.0	64.5	43.0	71.1	5	100.0
08/29/2006 00:30	3.0	76.2	12.0	74.1	10.0	72.4	13.0	68.2	9.0	62.6	47.0	70.0	5	100.0
08/29/2006 00:35	6.0	76.5	11.0	74.8	11.0	70.7	10.0	67.7	9.0	62.8	47.0	70.2	5	100.0
08/29/2006 00:40	3.0	76.5	7.0	74.4	9.0	70.9	9.0	68.3	6.0	61.8	34.0	69.8	5	100.0
08/29/2006 00:45	2.0	76.5	9.0	74.5	10.0	72.2	9.0	66.7	6.0	61.1	36.0	69.8	5	100.0
08/29/2006 00:50	5.0	76.1	11.0	74.8	9.0	71.9	10.0	67.7	5.0	62.9	40.0	71.0	5	100.0
08/29/2006 00:55	5.0	75.9	9.0	74.9	7.0	71.8	7.0	65.5	6.0	63.3	34.0	70.4	5	100.0
08/29/2006 01:00	2.0	76.2	8.0	74.4	9.0	71.8	9.0	67.6	7.0	64.2	35.0	70.0	5	100.0
08/29/2006 01:05	5.0	76.3	9.0	73.6	7.0	72.1	9.0	69.0	6.0	64.6	36.0	71.0	5	100.0
08/29/2006 01:10	3.0	76.5	5.0	73.7	7.0	71.4	6.0	69.5	4.0	64.2	25.0	70.9	5	100.0
08/29/2006 01:15	3.0	76.6	9.0	73.5	9.0	72.2	9.0	69.3	4.0	61.8	34.0	70.9	5	100.0
08/29/2006 01:20	3.0	76.7	7.0	73.4	5.0	71.9	9.0	64.9	6.0	64.2	30.0	69.1	5	100.0
08/29/2006 01:25	2.0	76.6	6.0	73.8	9.0	70.6	5.0	67.2	5.0	65.0	27.0	70.1	5	100.0
08/29/2006 01:30	1.0	76.4	5.0	74.0	4.0	71.3	5.0	67.3	4.0	64.6	19.0	69.8	5	100.0
08/29/2006 01:35	2.0	76.5	7.0	73.4	11.0	72.3	6.0	63.8	6.0	65.5	32.0	69.9	5	100.0
08/29/2006 01:40	3.0	76.4	8.0	74.0	11.0	73.1	9.0	67.3	6.0	65.6	37.0	70.9	5	100.0
08/29/2006 01:45	2.0	76.5	5.0	74.1	5.0	72.9	6.0	68.9	4.0	64.9	22.0	71.0	5	100.0
08/29/2006 01:50	1.0	76.8	7.0	74.1	6.0	71.8	8.0	70.3	4.0	64.9	26.0	71.1	5	100.0
08/29/2006 01:55	1.0	77.0	7.0	74.1	7.0	71.9	9.0	71.1	6.0	64.6	30.0	70.9	5	100.0
08/29/2006 02:00	1.0	77.1	5.0	74.1	9.0	71.9	6.0	72.3	2.0	64.1	23.0	72.0	5	100.0
08/29/2006 02:05	1.0	76.6	4.0	74.1	6.0	72.5	7.0	69.5	5.0	64.8	23.0	70.4	5	100.0
08/29/2006 02:10	1.0	76.9	3.0	74.0	7.0	72.9	7.0	69.4	3.0	65.4	21.0	71.0	5	100.0
08/29/2006 02:15	0.0	76.9	5.0	74.2	5.0	72.6	5.0	69.1	3.0	64.7	18.0	70.8	5	100.0
08/29/2006 02:20	1.0	76.5	4.0	74.2	6.0	71.9	6.0	69.9	3.0	64.8	20.0	70.9	5	100.0
08/29/2006 02:25	0.0	76.5	5.0	73.8	6.0	71.1	4.0	69.7	2.0	64.8	17.0	70.8	5	100.0
08/29/2006 02:30	0.0	76.5	3.0	73.9	7.0	72.2	4.0	69.4	4.0	65.0	18.0	70.3	5	100.0
08/29/2006 02:35	3.0	76.5	4.0	74.2	4.0	72.6	4.0	69.3	3.0	64.9	18.0	71.6	5	100.0
08/29/2006 02:40	1.0	76.3	5.0	74.3	4.0	72.9	3.0	69.2	1.0	64.5	14.0	72.3	5	100.0
08/29/2006 02:45	0.0	76.3	4.0	74.3	1.0	73.2	5.0	69.0	3.0	64.2	13.0	69.8	5	100.0
08/29/2006 02:50	1.0	76.2	7.0	74.2	4.0	72.8	6.0	67.8	4.0	64.2	22.0	70.5	5	100.0
08/29/2006 02:55	0.0	76.2	3.0	73.9	3.0	72.3	3.0	68.1	4.0	64.7	13.0	69.4	5	100.0
08/29/2006 03:00	0.0	76.2	2.0	74.0	5.0	72.5	3.0	68.0	4.0	64.5	14.0	69.5	5	100.0
08/29/2006 03:05	1.0	76.1	1.0	73.9	2.0	72.0	4.0	67.2	4.0	64.7	12.0	68.5	5	100.0
08/29/2006 03:10	0.0	76.1	4.0	73.8	3.0	72.4	6.0	69.5	4.0	65.2	17.0	70.0	5	100.0
08/29/2006 03:15	0.0	76.1	1.0	73.4	2.0	72.1	5.0	69.7	7.0	66.2	15.0	68.6	5	100.0
08/29/2006 03:20	1.0	76.5	1.0	73.6	5.0	72.1	3.0	69.7	3.0	65.5	13.0	70.5	5	100.0
08/29/2006 03:25	0.0	76.5	3.0	73.8	1.0	71.2	4.0	67.1	2.0	65.0	10.0	69.1	5	100.0
08/29/2006 03:30	0.0	76.5	0.0	73.8	4.0	71.8	5.0	68.4	4.0	64.5	13.0	68.2	5	100.0
08/29/2006 03:35	0.0	76.5	2.0	74.0	4.0	71.9	5.0	67.6	3.0	64.7	14.0	69.1	5	100.0
08/29/2006 03:40	0.0	76.5	4.0	73.9	3.0	72.3	4.0	68.7	5.0	65.5	16.0	69.7	5	100.0
08/29/2006 03:45	0.0	76.5	3.0	73.8	2.0	71.3	3.0	69.2	4.0	65.3	12.0	69.4	5	100.0
08/29/2006 03:50	0.0	76.5	3.0	73.9	5.0	72.1	3.0	70.3	6.0	63.0	17.0	68.9	5	100.0
08/29/2006 03:55	0.0	76.5	2.0	74.0	5.0	71.7	8.0	71.0	4.0	62.7	19.0	69.8	5	100.0
08/29/2006 04:00	0.0	76.5	3.0	74.3	4.0	70.3	7.0	69.6	4.0	63.4	18.0	69.2	5	100.0
08/29/2006 04:05	0.0	76.5	3.0	74.0	5.0	71.1	7.0	58.2	6.0	64.0	21.0	65.2	5	100.0
08/29/2006 04:10	0.0	76.5	2.0	74.2	6.0	71.1	7.0	57.8	7.0	64.2	22.0	65.0	5	100.0
08/29/2006 04:15	0.0	76.5	1.0	73.7	3.0	72.1	4.0	62.5	5.0	64.3	13.0	66.3	5	100.0
08/29/2006 04:20	0.0	76.5	3.0	73.3	6.0	71.4	5.0	66.4	4.0	64.0	18.0	68.7	5	100.0
08/29/2006 04:25	1.0	76.7	5.0	73.4	3.0	71.4	5.0	65.5	6.0	63.7	20.0	68.4	5	100.0
08/29/2006 04:30	0.0	76.7	5.0	73.7	6.0	71.0	9.0	67.0	9.0	64.9	29.0	68.3	5	100.0
08/29/2006 04:35	1.0	76.3	5.0	74.0	7.0	72.2	6.0	63.3	5.0	64.3	24.0	68.9	5	100.0
08/29/2006 04:40	1.0	76.1	6.0	73.3	6.0	71.4	8.0	65.5	9.0	61.7	30.0	67.5	5	100.0
08/29/2006 04:45	0.0	76.1	8.0	73.5	7.0	69.9	9.0	69.9	9.0	63.9	33.0	69.1	5	100.0
08/29/2006 04:50	0.0	76.1	6.0	74.1	8.0	68.3	8.0	68.1	8.0	65.2	30.0	68.6	5	100.0
08/29/2006 04:55	1.0	76.0	8.0	74.3	8.0	68.2	9.0	69.0	9.0	64.5	35.0	69.1	5	100.0
08/29/2006 05:00	0.0	76.0	8.0	74.2	7.0	69.0	9.0	68.0	9.0	63.2	33.0	68.4	5	100.0
08/29/2006 05:05	0.0	76.0	6.0	74.4	5.0	69.5	5.0	65.6	6.0	60.5	22.0	67.5	5	100.0
08/29/2006 05:10	0.0	76.0	10.0	73.8	13.0	68.4	11.0	68.0	11.0	63.9	45.0	68.4	5	100.0
08/29/2006 05:15	1.0	76.0	9.0	73.7	13.0	67.9	11.0	61.6	12.0	67.2	46.0	67.5	5	100.0
08/29/2006 05:20	0.0	76.0	16.0	72.8	14.0	63.5	14.0	63.7	11.0	65.1	55.0	66.6	5	100.0
08/29/2006 05:25	0.0	76.0	15.0	73.3	15.0	69.1	17.0	63.5	15.0	66.0	62.0	67.8	5	100.0
08/29/2006 05:30	1.0	76.5	15.0	73.5	14.0	67.8	15.0	63.8	16.0	69.2	61.0	68.7	5	100.0
08/29/2006 05:35	1.0	76.8	20.0	73.0	19.0	67.6	22.0	72.4	13.0	62.6	75.0	69.7	5	100.0
08/29/2006 05:40	1.0	76.9	20.0	73.8	18.0	70.1	19.0	66.4	17.0	65.9	75.0	69.3	5	100.0
08/29/2006 05:45	2.0	76.7	13.0	72.6	19.0	73.2	20.0	71.8	27.0	69.6	81.0	71.6	5	100.0
08/29/2006 05:50	3.0	76.5	19.0	72.8	25.0	74.2	23.0	75.3	18.0	68.4	88.0	73.1	5	100.0
08/29/2006 05:55	1.0	76.0	18.0	72.1	21.0	68.7	24.0	79.2	20.0	74.5	84.0	73.9	5	100.0
08/29/2006 06:00	1.0	76.2	21.0	74.5	19.0	68.6	20.0	66.4	16.0	68.1	77.0	69.6	5	100.0
08/29/2006 06:05	3.0	76.8	22.0	72.9	23.0	66.4	21.0	58.6	21.0	68.0	90.0	66.9	5	100.0
08/29/2006 06:10	1.0	76.6	28.0	74.7	26.0	63.3	22.0	50.2	21.0	64.4	98.0	64.0	5	100.0
08/29/2006 06:15	3.0	76.2	23.0	74.8	25.0	65.1	24.0	54.2	21.0	66.9	96.0	65.4	5	100.0
08/29/2006 06:20	4.0	76.3	16.0	74.7	13.0	64.4	14.0	57.6	15.0	68.9	62.0	67.4	5	100.0
08/29/2006 06:25	2.0	76.2	31.0	74.1	25.0	67.9	30.0	60.4	28.0	69.4	116.0	68.1	5	100.0
08/29/2006 06:30	4.0	76.4	32.0	71.8	30.0	66.5	27.0	55.1	25.0	69.1	118.0	66.2	5	100.0
08/29/2006 06:35	7.0	76.5	42.0	71.4	38.0	64.4	32.0	49.7	29.0	63.6	148.0	63.6	5	100.0
08/29/2006 06:40	4.0	76.4	37.0	71.5	31.0	60.8	33.0	51.6	30.0	64.0	135.0	62.7	5	100.0
08/29/2006 06:45	8.0	75.7	49.0	70.4	39.0	60.6	39.0	54.3	31.0	62.4	166.0	63.1	5	100.0
08/29/2006 06:50	5.0	76.0	44.0	70.7	35.0	60.5	35.0	58.0	31.0	61.9	150.0	63.7	5	100.0
08/29/2006 06:55	8.0	75.8	40.0	70.8	32.0	60.1	34.0	60.0	33.0	68.9	147.0	65.8	5	100.0
08/29/2006 07:00	6.0	76.1	41.0	67.1	39.0	62.7	36.0	58.1	34.0	65.2	156.0	63.9	5	100.0
08/29/2006 07:05	5.0	76.5	50.0	65.5	40.0	64.7	39.0	58.3	34.0	59.1	168.0	62.7	5	100.0
08/29/2006 07:10	7.0	76.9	43.0	64.9	33.0	67.6	30.0	57.5	36.0	61.7	149.0	63.8	5	100.0
08/29/2006 07:15	7.0	76.7	49.0	62.6	43.0	67.7	36.0	57.1	38.0	62.3	173.0	63.2	5	100.0
08/29/2006 07:20	5.0	76.7	49.0	63.9	39.0	69.0	43.0	60.0	39.0	61.5	175.0	63.9	5	100.0
08/29/2006 07:25	10.0	77.2	50.0	63.9	42.0	64.4	37.0	56.8	41.0	58.4	180.0	62.0	5	100.0
08/29/2006 07:30	10.0	77.2	53.0	61.3	43.0	62.5	37.0	56.7	35.0	58.8	178.0	61.0	5	100.0
08/29/2006 07:35	9.0	77.4	48.0	60.2	43.0	58.7	38.0	55.1	41.0	60.1	179.0	59.6	5	100.0
08/29/2006 07:40	9.0	77.4	56.0	59.5	44.0	57.4	45.0	57.7	49.0	57.4	203.0	58.9	5	100.0
08/29/2006 07:45	7.0	76.9	55.0	59.2	45.0	57.5	41.0	55.5	43.0	57.4	191.0	58.2	5	100.0
08/29/2006 07:50	15.0	76.3	47.0	58.5	32.0	56.7	33.0	55.1	33.0	57.2	160.0	58.8	5	100.0
08/29/2006 07:55	6.0	75.7	49.0	56.4	41.0	57.4	35.0	49.3	46.0	54.5	177.0	55.4	5	100.0
08/29/2006 08:00	11.0	74.7	47.0	55.7	35.0	52.8	37.0	50.1	45.0	53.5	175.0	54.6	5	100.0
08/29/2006 08:05	14.0	75.1	48.0	55.4	41.0	54.1	39.0	53.7	40.0	52.6	182.0	55.6	5	100.0
08/29/2006 08:10	18.0	72.4	57.0	51.7	45.0	49.5	42.0	52.9	52.0	51.8	214.0	53.2	5	100.0
08/29/2006 08:15	11.0	72.9	53.0	51.1	43.0	48.5	43.0	50.7	47.0	49.7	197.0	51.3	5	100.0
08/29/2006 08:20	14.0	70.9	56.0	48.1	47.0	46.6	43.0	46.6	55.0	46.1	215.0	48.4	5	100.0
08/29/2006 08:25	11.0	70.2	54.0	44.9	43.0	42.1	44.0	42.0	50.0	41.8	202.0	44.3	5	100.0
08/29/2006 08:30	12.0	70.7	45.0	39.4	36.0	36.7	39.0	37.4	44.0	34.2	176.0	39.2	5	100.0
08/29/2006 08:35	11.0	72.8	54.0	44.4	40.0	38.2	39.0	38.2	49.0	37.4	193.0	41.7	5	100.0
08/29/2006 08:40	9.0	74.3	59.0	47.4	45.0	41.7	49.0	41.3	57.0	39.5	219.0	43.9	5	100.0
08/29/2006 08:45	11.0	75.0	59.0	51.6	46.0	47.9	43.0	47.1	50.0	44.3	209.0	49.3	5	100.0
08/29/2006 08:50	8.0	76.1	56.0	54.5	46.0	49.2	44.0	50.9	54.0	49.6	208.0	52.1	5	100.0
08/29/2006 08:55	8.0	74.7	56.0	56.0	39.0	49.1	45.0	55.1	49.0	53.7	197.0	54.6	5	100.0
08/29/2006 09:00	9.0	75.0	50.0	57.9	39.0	50.7	40.0	58.1	47.0	52.8	185.0	56.0	5	100.0
08/29/2006 09:05	7.0	75.3	49.0	58.3	39.0	53.4	37.0	60.3	45.0	55.0	177.0	57.5	5	100.0
08/29/2006 09:10	8.0	75.2	49.0	59.3	42.0	56.1	40.0	54.4	44.0	56.6	183.0	57.5	5	100.0
08/29/2006 09:15	10.0	75.0	55.0	57.9	42.0	52.6	44.0	55.8	45.0	55.4	196.0	56.6	5	100.0
08/29/2006 09:20	6.0	76.0	46.0	58.7	35.0	53.1	38.0	55.8	44.0	54.5	169.0	56.4	5	100.0
08/29/2006 09:25	10.0	76.7	46.0	57.9	36.0	50.7	39.0	55.8	44.0	58.3	175.0	57.1	5	100.0
08/29/2006 09:30	9.0	75.7	59.0	57.9	41.0	50.4	41.0	52.3	46.0	58.3	196.0	56.1	5	100.0
08/29/2006 09:35	13.0	75.4	50.0	59.4	38.0	49.9	44.0	50.3	49.0	55.6	194.0	55.6	5	100.0
08/29/2006 09:40	13.0	76.6	51.0	58.4	39.0	52.7	40.0	53.1	47.0	55.1	190.0	56.5	5	100.0
08/29/2006 09:45	11.0	75.4	52.0	58.0	42.0	54.8	43.0	54.5	50.0	56.4	198.0	57.1	5	100.0
08/29/2006 09:50	7.0	75.3	45.0	58.9	37.0	54.5	39.0	53.8	45.0	53.4	173.0	56.0	5	100.0
08/29/2006 09:55	15.0	76.4	52.0	57.5	36.0	48.7	38.0	51.4	47.0	52.8	188.0	54.9	5	100.0
08/29/2006 10:00	19.0	78.1	45.0	59.3	33.0	49.6	41.0	52.1	39.0	51.0	177.0	56.0	5	100.0
08/29/2006 10:05	26.0	76.9	44.0	61.1	35.0	48.7	41.0	51.4	44.0	53.9	190.0	57.2	5	100.0
